state,chamber,district,party,pres_margin,next_election
NH,House,Hillsborough-16,D,-0.5,2026.0
NH,House,Hillsborough-17,D,15.1,2026.0
NH,House,Hillsborough-17,D,15.1,2026.0
NH,House,Hillsborough-18,D,9.7,2026.0
NH,House,Hillsborough-18,R,9.7,2026.0
NH,House,Hillsborough-19,R,2.8,2026.0
NH,House,Hillsborough-19,D,2.8,2026.0
NH,House,Hillsborough-2,R,3.3,2026.0
NH,House,Hillsborough-2,R,3.3,2026.0
NH,House,Hillsborough-2,R,3.3,2026.0
NH,House,Hillsborough-2,R,3.3,2026.0
NH,House,Hillsborough-2,D,3.3,2026.0
NH,House,Hillsborough-2,D,3.3,2026.0
NH,House,Hillsborough-2,R,3.3,2026.0
NH,House,Hillsborough-20,D,0.6,2026.0
NH,House,Hillsborough-20,R,0.6,2026.0
NH,House,Hillsborough-21,D,20.2,2026.0
NH,House,Hillsborough-21,D,20.2,2026.0
NH,House,Hillsborough-22,D,5.3,2026.0
NH,House,Hillsborough-22,D,5.3,2026.0
NH,House,Hillsborough-23,D,22.0,2026.0
NH,House,Hillsborough-23,D,22.0,2026.0
NH,House,Hillsborough-24,D,8.8,2026.0
NH,House,Hillsborough-24,D,8.8,2026.0
NH,House,Hillsborough-25,R,6.7,2026.0
NH,House,Hillsborough-25,D,6.7,2026.0
NH,House,Hillsborough-26,R,5.9,2026.0
NH,House,Hillsborough-26,D,5.9,2026.0
NH,House,Hillsborough-27,R,-11.7,2026.0
NH,House,Hillsborough-28,R,-21.9,2026.0
NH,House,Hillsborough-28,R,-21.9,2026.0
NH,House,Hillsborough-29,R,-2.9,2026.0
NH,House,Hillsborough-29,R,-2.9,2026.0
NH,House,Hillsborough-29,R,-2.9,2026.0
NH,House,Hillsborough-29,R,-2.9,2026.0
NH,House,Hillsborough-3,D,15.4,2026.0
NH,House,Hillsborough-3,D,15.4,2026.0
NH,House,Hillsborough-3,D,15.4,2026.0
NH,House,Hillsborough-30,R,-11.8,2026.0
NH,House,Hillsborough-30,R,-11.8,2026.0
NH,House,Hillsborough-30,R,-11.8,2026.0
NH,House,Hillsborough-31,D,17.6,2026.0
NH,House,Hillsborough-32,R,-20.3,2026.0
NH,House,Hillsborough-32,R,-20.3,2026.0
NH,House,Hillsborough-32,R,-20.3,2026.0
NH,House,Hillsborough-33,D,36.6,2026.0
NH,House,Hillsborough-33,D,36.6,2026.0
NH,House,Hillsborough-34,D,16.3,2026.0
NH,House,Hillsborough-34,D,16.3,2026.0
NH,House,Hillsborough-34,D,16.3,2026.0
NH,House,Hillsborough-35,R,12.1,2026.0
NH,House,Hillsborough-35,D,12.1,2026.0
NH,House,Hillsborough-36,R,-3.6,2026.0
NH,House,Hillsborough-36,R,-3.6,2026.0
NH,House,Hillsborough-37,D,10.6,2026.0
NH,House,Hillsborough-38,R,-10.9,2026.0
NH,House,Hillsborough-38,R,-10.9,2026.0
NH,House,Hillsborough-39,R,-1.3,2026.0
NH,House,Hillsborough-39,R,-1.3,2026.0
NH,House,Hillsborough-4,D,15.0,2026.0
NH,House,Hillsborough-4,D,15.0,2026.0
NH,House,Hillsborough-4,D,15.0,2026.0
NH,House,Hillsborough-40,D,12.4,2026.0
NH,House,Hillsborough-40,D,12.4,2026.0
NH,House,Hillsborough-40,D,12.4,2026.0
NH,House,Hillsborough-40,D,12.4,2026.0
NH,House,Hillsborough-41,D,9.9,2026.0
NH,House,Hillsborough-41,D,9.9,2026.0
NH,House,Hillsborough-41,D,9.9,2026.0
NH,House,Hillsborough-42,R,0.4,2026.0
NH,House,Hillsborough-42,R,0.4,2026.0
NH,House,Hillsborough-42,R,0.4,2026.0
NH,House,Hillsborough-43,D,5.4,2026.0
NH,House,Hillsborough-43,R,5.4,2026.0
NH,House,Hillsborough-43,R,5.4,2026.0
NH,House,Hillsborough-43,D,5.4,2026.0
NH,House,Hillsborough-44,R,-9.7,2026.0
NH,House,Hillsborough-44,R,-9.7,2026.0
NH,House,Hillsborough-45,R,4.4,2026.0
NH,House,Hillsborough-5,D,11.6,2026.0
NH,House,Hillsborough-5,D,11.6,2026.0
NH,House,Hillsborough-5,D,11.6,2026.0
NH,House,Hillsborough-6,D,15.4,2026.0
NH,House,Hillsborough-6,D,15.4,2026.0
NH,House,Hillsborough-6,D,15.4,2026.0
NH,House,Hillsborough-7,D,9.0,2026.0
NH,House,Hillsborough-7,D,9.0,2026.0
NH,House,Hillsborough-7,D,9.0,2026.0
NH,House,Hillsborough-8,R,10.2,2026.0
NH,House,Hillsborough-8,D,10.2,2026.0
NH,House,Hillsborough-8,D,10.2,2026.0
NH,House,Hillsborough-9,D,8.5,2026.0
NH,House,Hillsborough-9,D,8.5,2026.0
NH,House,Hillsborough-9,D,8.5,2026.0
NH,House,Merrimack-1,R,-12.8,2026.0
NH,House,Merrimack-10,R,-6.4,2026.0
NH,House,Merrimack-10,R,-6.4,2026.0
NH,House,Merrimack-10,R,-6.4,2026.0
NH,House,Merrimack-10,R,-6.4,2026.0
NH,House,Merrimack-11,R,-12.0,2026.0
NH,House,Merrimack-12,R,-1.0,2026.0
NH,House,Merrimack-12,R,-1.0,2026.0
NH,House,Merrimack-13,R,-22.3,2026.0
NH,House,Merrimack-13,R,-22.3,2026.0
NH,House,Merrimack-14,R,-23.4,2026.0
NH,House,Merrimack-15,D,17.0,2026.0
NH,House,Merrimack-16,D,16.2,2026.0
NH,House,Merrimack-17,D,20.9,2026.0
NH,House,Merrimack-18,D,32.0,2026.0
NH,House,Merrimack-19,D,46.0,2026.0
NH,House,Merrimack-2,R,-18.4,2026.0
NH,House,Merrimack-20,D,26.2,2026.0
NH,House,Merrimack-21,D,34.9,2026.0
NH,House,Merrimack-22,D,18.3,2026.0
NH,House,Merrimack-23,D,28.2,2026.0
NH,House,Merrimack-24,D,24.3,2026.0
NH,House,Merrimack-25,R,-17.2,2026.0
NH,House,Merrimack-26,R,-14.1,2026.0
NH,House,Merrimack-27,R,-10.4,2026.0
NH,House,Merrimack-27,R,-10.4,2026.0
NH,House,Merrimack-28,D,20.9,2026.0
NH,House,Merrimack-29,D,27.8,2026.0
NH,House,Merrimack-3,R,-16.1,2026.0
NH,House,Merrimack-3,R,-16.1,2026.0
NH,House,Merrimack-30,D,31.8,2026.0
NH,House,Merrimack-4,R,-12.0,2026.0
NH,House,Merrimack-4,R,-12.0,2026.0
NH,House,Merrimack-5,R,-14.8,2026.0
NH,House,Merrimack-5,R,-14.8,2026.0
NH,House,Merrimack-6,D,14.1,2026.0
NH,House,Merrimack-7,D,24.4,2026.0
NH,House,Merrimack-7,D,24.4,2026.0
NH,House,Merrimack-8,D,7.1,2026.0
NH,House,Merrimack-8,D,7.1,2026.0
NH,House,Merrimack-8,D,7.1,2026.0
NH,House,Merrimack-9,D,20.8,2026.0
NH,House,Merrimack-9,D,20.8,2026.0
NH,House,Merrimack-9,D,20.8,2026.0
NH,House,Merrimack-9,D,20.8,2026.0
NH,House,Rockingham-1,R,-4.2,2026.0
NH,House,Rockingham-1,R,-4.2,2026.0
NH,House,Rockingham-1,R,-4.2,2026.0
NH,House,Rockingham-10,D,29.3,2026.0
NH,House,Rockingham-10,D,29.3,2026.0
NH,House,Rockingham-10,D,29.3,2026.0
NH,House,Rockingham-11,D,33.0,2026.0
NH,House,Rockingham-11,D,33.0,2026.0
NH,House,Rockingham-11,D,33.0,2026.0
NH,House,Rockingham-11,D,33.0,2026.0
NH,House,Rockingham-12,D,20.3,2026.0
NH,House,Rockingham-12,D,20.3,2026.0
NH,House,Rockingham-13,R,-11.9,2026.0
NH,House,Rockingham-13,R,-11.9,2026.0
NH,House,Rockingham-13,R,-11.9,2026.0
NH,House,Rockingham-13,R,-11.9,2026.0
NH,House,Rockingham-13,R,-11.9,2026.0
NH,House,Rockingham-13,R,-11.9,2026.0
NH,House,Rockingham-13,R,-11.9,2026.0
NH,House,Rockingham-13,R,-11.9,2026.0
NH,House,Rockingham-13,R,-11.9,2026.0
NH,House,Rockingham-13,R,-11.9,2026.0
NH,House,Rockingham-14,R,-15.1,2026.0
NH,House,Rockingham-14,R,-15.1,2026.0
NH,House,Rockingham-15,R,-18.8,2026.0
NH,House,Rockingham-15,R,-18.8,2026.0
NH,House,Rockingham-16,R,-5.0,2026.0
NH,House,Rockingham-16,R,-5.0,2026.0
NH,House,Rockingham-16,R,-5.0,2026.0
NH,House,Rockingham-16,R,-5.0,2026.0
NH,House,Rockingham-16,R,-5.0,2026.0
NH,House,Rockingham-16,R,-5.0,2026.0
NH,House,Rockingham-16,R,-5.0,2026.0
NH,House,Rockingham-17,R,-11.8,2026.0
NH,House,Rockingham-17,R,-11.8,2026.0
NH,House,Rockingham-17,R,-11.8,2026.0
NH,House,Rockingham-17,R,-11.8,2026.0
NH,House,Rockingham-18,R,-15.7,2026.0
NH,House,Rockingham-18,R,-15.7,2026.0
NH,House,Rockingham-19,R,-2.0,2026.0
NH,House,Rockingham-2,R,-19.0,2026.0
NH,House,Rockingham-2,R,-19.0,2026.0
NH,House,Rockingham-2,R,-19.0,2026.0
NH,House,Rockingham-20,R,-18.1,2026.0
NH,House,Rockingham-20,R,-18.1,2026.0
NH,House,Rockingham-20,R,-18.1,2026.0
NH,House,Rockingham-21,D,35.0,2026.0
NH,House,Rockingham-22,D,48.3,2026.0
NH,House,Rockingham-23,D,14.9,2026.0
NH,House,Rockingham-24,D,18.3,2026.0
NH,House,Rockingham-25,R,-18.8,2026.0
NH,House,Rockingham-25,R,-18.8,2026.0
NH,House,Rockingham-25,R,-18.8,2026.0
NH,House,Rockingham-25,R,-18.8,2026.0
NH,House,Rockingham-25,R,-18.8,2026.0
NH,House,Rockingham-25,R,-18.8,2026.0
NH,House,Rockingham-25,R,-18.8,2026.0
NH,House,Rockingham-25,R,-18.8,2026.0
NH,House,Rockingham-25,R,-18.8,2026.0
NH,House,Rockingham-26,D,32.0,2026.0
NH,House,Rockingham-27,D,25.3,2026.0
NH,House,Rockingham-28,D,53.0,2026.0
NH,House,Rockingham-29,D,6.5,2026.0
NH,House,Rockingham-29,D,6.5,2026.0
NH,House,Rockingham-29,R,6.5,2026.0
NH,House,Rockingham-29,D,6.5,2026.0
NH,House,Rockingham-3,R,-18.6,2026.0
NH,House,Rockingham-30,R,-22.5,2026.0
NH,House,Rockingham-30,R,-22.5,2026.0
NH,House,Rockingham-31,R,-19.1,2026.0
NH,House,Rockingham-31,R,-19.1,2026.0
NH,House,Rockingham-32,R,-14.3,2026.0
NH,House,Rockingham-33,D,29.2,2026.0
NH,House,Rockingham-34,R,-17.2,2026.0
NH,House,Rockingham-35,R,-7.7,2026.0
NH,House,Rockingham-36,R,-13.7,2026.0
NH,House,Rockingham-37,D,42.1,2026.0
NH,House,Rockingham-38,D,17.4,2026.0
NH,House,Rockingham-39,D,,2026.0
NH,House,Rockingham-4,R,-23.3,2026.0
NH,House,Rockingham-4,R,-23.3,2026.0
NH,House,Rockingham-4,R,-23.3,2026.0
NH,House,Rockingham-40,R,,2026.0
NH,House,Rockingham-5,D,-11.6,2026.0
NH,House,Rockingham-5,R,-11.6,2026.0
NH,House,Rockingham-6,D,2.5,2026.0
NH,House,Rockingham-7,R,-19.6,2026.0
NH,House,Rockingham-8,R,-26.2,2026.0
NH,House,Rockingham-9,R,-24.8,2026.0
NH,House,Rockingham-9,R,-24.8,2026.0
NH,House,Strafford-1,R,-22.6,2026.0
NH,House,Strafford-1,R,-22.6,2026.0
NH,House,Strafford-10,D,44.9,2026.0
NH,House,Strafford-10,D,44.9,2026.0
NH,House,Strafford-10,D,44.9,2026.0
NH,House,Strafford-10,D,44.9,2026.0
NH,House,Strafford-11,D,29.0,2026.0
NH,House,Strafford-11,D,29.0,2026.0
NH,House,Strafford-11,D,29.0,2026.0
NH,House,Strafford-12,D,11.7,2026.0
NH,House,Strafford-12,D,11.7,2026.0
NH,House,Strafford-12,D,11.7,2026.0
NH,House,Strafford-12,D,11.7,2026.0
NH,House,Strafford-13,D,18.4,2026.0
NH,House,Strafford-14,D,45.9,2026.0
NH,House,Strafford-15,D,40.9,2026.0
NH,House,Strafford-16,D,24.2,2026.0
NH,House,Strafford-17,D,27.6,2026.0
NH,House,Strafford-18,R,-5.6,2026.0
NH,House,Strafford-19,R,-2.5,2026.0
NH,House,Strafford-19,R,-2.5,2026.0
NH,House,Strafford-19,D,-2.5,2026.0
NH,House,Strafford-2,R,-15.8,2026.0
NH,House,Strafford-2,R,-15.8,2026.0
NH,House,Strafford-2,R,-15.8,2026.0
NH,House,Strafford-20,D,29.4,2026.0
NH,House,Strafford-21,D,31.7,2026.0
NH,House,Strafford-21,D,31.7,2026.0
NH,House,Strafford-21,D,31.7,2026.0
NH,House,Strafford-3,R,-25.9,2026.0
NH,House,Strafford-4,R,1.2,2026.0
NH,House,Strafford-4,D,1.2,2026.0
NH,House,Strafford-4,D,1.2,2026.0
NH,House,Strafford-5,R,0.5,2026.0
NH,House,Strafford-6,R,-2.0,2026.0
NH,House,Strafford-7,I,-9.2,2026.0
NH,House,Strafford-8,R,-3.1,2026.0
NH,House,Strafford-9,D,2.3,2026.0
NH,House,Sullivan-1,D,36.4,2026.0
NH,House,Sullivan-2,D,29.3,2026.0
NH,House,Sullivan-3,R,-17.4,2026.0
NH,House,Sullivan-3,R,-17.4,2026.0
NH,House,Sullivan-3,R,-17.4,2026.0
NH,House,Sullivan-4,R,-15.3,2026.0
NH,House,Sullivan-5,R,4.7,2026.0
NH,House,Sullivan-6,D,-6.1,2026.0
NH,House,Sullivan-6,D,-6.1,2026.0
NH,House,Sullivan-6,R,-6.1,2026.0
NH,House,Sullivan-7,R,-5.5,2026.0
NH,House,Sullivan-8,D,-5.5,2026.0
NH,House,Sullivan-8,R,-5.5,2026.0
NH,Senate,1,R,-8.9,2026.0
NH,Senate,2,R,-5.2,2026.0
NH,Senate,3,R,-4.6,2026.0
NH,Senate,4,D,21.2,2026.0
NH,Senate,5,D,38.9,2026.0
NH,Senate,6,R,-11.2,2026.0
NH,Senate,7,R,-6.8,2026.0
NH,Senate,8,R,-11.5,2026.0
NH,Senate,9,R,-0.9,2026.0
NH,Senate,10,D,24.5,2026.0
NH,Senate,11,R,6.1,2026.0
NH,Senate,12,R,0.7,2026.0
NH,Senate,13,D,13.6,2026.0
NH,Senate,14,R,-8.9,2026.0
NH,Senate,15,D,25.3,2026.0
NH,Senate,16,R,-5.3,2026.0
NH,Senate,17,R,-13.1,2026.0
NH,Senate,18,R,-1.4,2026.0
NH,Senate,19,R,-13.1,2026.0
NH,Senate,20,D,10.6,2026.0
NH,Senate,21,D,37.5,2026.0
NH,Senate,22,R,-19.9,2026.0
NH,Senate,23,R,-16.4,2026.0
NH,Senate,24,D,17.9,2026.0
NJ,Assembly,1,R,-10.7,2027.0
NJ,Assembly,1,R,-10.7,2027.0
NJ,Assembly,2,R,1.5,2027.0
NJ,Assembly,2,D,1.5,2027.0
NJ,Assembly,3,D,-7.5,2027.0
NJ,Assembly,3,D,-7.5,2027.0
NJ,Assembly,4,D,1.6,2027.0
NJ,Assembly,4,D,1.6,2027.0
NJ,Assembly,5,D,29.4,2027.0
NJ,Assembly,5,D,29.4,2027.0
NJ,Assembly,6,D,27.5,2027.0
NJ,Assembly,6,D,27.5,2027.0
NJ,Assembly,7,D,29.0,2027.0
NJ,Assembly,7,D,29.0,2027.0
NJ,Assembly,8,D,1.1,2027.0
NJ,Assembly,8,D,1.1,2027.0
NJ,Assembly,9,R,-29.5,2027.0
NJ,Assembly,9,R,-29.5,2027.0
NJ,Assembly,10,R,-27.9,2027.0
NJ,Assembly,10,R,-27.9,2027.0
NJ,Assembly,11,D,4.4,2027.0
NJ,Assembly,11,D,4.4,2027.0
NJ,Assembly,12,R,-25.1,2027.0
NJ,Assembly,12,R,-25.1,2027.0
NJ,Assembly,13,R,-15.3,2027.0
NJ,Assembly,13,R,-15.3,2027.0
NJ,Assembly,14,D,11.1,2027.0
NJ,Assembly,14,D,11.1,2027.0
NJ,Assembly,15,D,42.0,2027.0
NJ,Assembly,15,D,42.0,2027.0
NJ,Assembly,16,D,14.2,2027.0
NJ,Assembly,16,D,14.2,2027.0
NJ,Assembly,17,D,32.1,2027.0
NJ,Assembly,17,D,32.1,2027.0
NJ,Assembly,18,D,10.2,2027.0
NJ,Assembly,18,D,10.2,2027.0
NJ,Assembly,19,D,0.7,2027.0
NJ,Assembly,19,D,0.7,2027.0
NJ,Assembly,20,D,24.3,2027.0
NJ,Assembly,20,D,24.3,2027.0
NJ,Assembly,21,D,12.3,2027.0
NJ,Assembly,21,D,12.3,2027.0
NJ,Assembly,22,D,25.0,2027.0
NJ,Assembly,22,D,25.0,2027.0
NJ,Assembly,23,R,-10.1,2027.0
NJ,Assembly,23,R,-10.1,2027.0
NJ,Assembly,24,R,-19.5,2027.0
NJ,Assembly,24,R,-19.5,2027.0
NJ,Assembly,25,R,-2.5,2027.0
NJ,Assembly,25,D,-2.5,2027.0
NJ,Assembly,26,R,-6.4,2027.0
NJ,Assembly,26,R,-6.4,2027.0
NJ,Assembly,27,D,31.2,2027.0
NJ,Assembly,27,D,31.2,2027.0
NJ,Assembly,28,D,76.8,2027.0
NJ,Assembly,28,D,76.8,2027.0
NJ,Assembly,29,D,41.2,2027.0
NJ,Assembly,29,D,41.2,2027.0
NJ,Assembly,30,R,-46.4,2027.0
NJ,Assembly,30,D,-46.4,2027.0
NJ,Assembly,31,D,27.9,2027.0
NJ,Assembly,31,D,27.9,2027.0
NJ,Assembly,32,D,43.2,2027.0
NJ,Assembly,32,D,43.2,2027.0
NJ,Assembly,33,D,13.0,2027.0
NJ,Assembly,33,D,13.0,2027.0
NJ,Assembly,34,D,40.3,2027.0
NJ,Assembly,34,D,40.3,2027.0
NJ,Assembly,35,D,12.0,2027.0
NJ,Assembly,35,D,12.0,2027.0
NJ,Assembly,36,D,-4.6,2027.0
NJ,Assembly,36,D,-4.6,2027.0
NJ,Assembly,37,D,23.0,2027.0
NJ,Assembly,37,D,23.0,2027.0
NJ,Assembly,38,D,-0.1,2027.0
NJ,Assembly,38,D,-0.1,2027.0
NJ,Assembly,39,R,-2.2,2027.0
NJ,Assembly,39,R,-2.2,2027.0
NJ,Assembly,40,R,-7.3,2027.0
NJ,Assembly,40,R,-7.3,2027.0
NJ,Senate,1,R,-10.7,2027.0
NJ,Senate,2,R,1.5,2027.0
NJ,Senate,3,D,-7.5,2027.0
NJ,Senate,4,D,1.6,2027.0
NJ,Senate,5,D,29.4,2027.0
NJ,Senate,6,D,27.5,2027.0
NJ,Senate,7,D,29.0,2027.0
NJ,Senate,8,R,1.1,2027.0
NJ,Senate,9,R,-29.5,2027.0
NJ,Senate,10,R,-27.9,2027.0
NJ,Senate,11,D,4.4,2027.0
NJ,Senate,12,R,-25.1,2027.0
NJ,Senate,13,R,-15.3,2027.0
NJ,Senate,14,D,11.1,2027.0
NJ,Senate,15,D,42.0,2027.0
NJ,Senate,16,D,14.2,2027.0
NJ,Senate,17,D,32.1,2027.0
NJ,Senate,18,D,10.2,2027.0
NJ,Senate,19,D,0.7,2027.0
NJ,Senate,20,D,24.3,2027.0
NJ,Senate,21,R,12.3,2027.0
NJ,Senate,22,D,25.0,2027.0
NJ,Senate,23,R,-10.1,2027.0
NJ,Senate,24,R,-19.5,2027.0
NJ,Senate,25,R,-2.5,2027.0
NJ,Senate,26,R,-6.4,2027.0
NJ,Senate,27,D,31.2,2027.0
NJ,Senate,28,D,76.8,2027.0
NJ,Senate,29,D,41.2,2027.0
NJ,Senate,30,R,-46.4,2027.0
NJ,Senate,31,D,27.9,2027.0
NJ,Senate,32,D,43.2,2027.0
NJ,Senate,33,D,13.0,2027.0
NJ,Senate,34,D,40.3,2027.0
NJ,Senate,35,D,12.0,2027.0
NJ,Senate,36,D,-4.6,2027.0
NJ,Senate,37,D,23.0,2027.0
NJ,Senate,38,D,-0.1,2027.0
NJ,Senate,39,R,-2.2,2027.0
NJ,Senate,40,R,-7.3,2027.0
NM,House,1,R,-50.3,2026.0
NM,House,2,R,-39.0,2026.0
NM,House,3,R,-52.8,2026.0
NM,House,4,D,4.0,2026.0
NM,House,5,D,30.8,2026.0
NM,House,6,D,14.6,2026.0
NM,House,7,R,-14.3,2026.0
NM,House,8,R,-19.4,2026.0
NM,House,9,D,17.2,2026.0
NM,House,10,D,13.2,2026.0
NM,House,11,D,49.4,2026.0
NM,House,12,D,18.2,2026.0
NM,House,13,D,12.9,2026.0
NM,House,14,D,35.1,2026.0
NM,House,15,D,28.0,2026.0
NM,House,16,D,20.0,2026.0
NM,House,17,D,11.3,2026.0
NM,House,18,D,66.2,2026.0
NM,House,19,D,44.0,2026.0
NM,House,20,D,16.4,2026.0
NM,House,21,D,19.1,2026.0
NM,House,22,R,-10.4,2026.0
NM,House,23,R,-2.8,2026.0
NM,House,24,D,22.5,2026.0
NM,House,25,D,39.1,2026.0
NM,House,26,D,14.4,2026.0
NM,House,27,D,15.9,2026.0
NM,House,28,D,16.0,2026.0
NM,House,29,D,12.0,2026.0
NM,House,30,D,16.0,2026.0
NM,House,31,R,9.0,2026.0
NM,House,32,R,-19.3,2026.0
NM,House,33,D,16.9,2026.0
NM,House,34,D,7.8,2026.0
NM,House,35,D,16.4,2026.0
NM,House,36,D,3.3,2026.0
NM,House,37,D,14.0,2026.0
NM,House,38,R,-4.2,2026.0
NM,House,39,R,3.3,2026.0
NM,House,40,D,11.1,2026.0
NM,House,41,D,20.0,2026.0
NM,House,42,D,47.4,2026.0
NM,House,43,D,28.9,2026.0
NM,House,44,D,8.7,2026.0
NM,House,45,D,50.0,2026.0
NM,House,46,D,52.5,2026.0
NM,House,47,D,64.2,2026.0
NM,House,48,D,56.0,2026.0
NM,House,49,R,-23.3,2026.0
NM,House,50,D,25.0,2026.0
NM,House,51,R,-22.8,2026.0
NM,House,52,D,17.1,2026.0
NM,House,53,D,1.6,2026.0
NM,House,54,R,-56.0,2026.0
NM,House,55,R,-56.8,2026.0
NM,House,56,R,-37.8,2026.0
NM,House,57,R,-0.5,2026.0
NM,House,58,R,-38.8,2026.0
NM,House,59,R,-46.2,2026.0
NM,House,60,R,-6.4,2026.0
NM,House,61,R,-49.3,2026.0
NM,House,62,R,-66.0,2026.0
NM,House,63,R,-26.3,2026.0
NM,House,64,R,-52.0,2026.0
NM,House,65,D,37.2,2026.0
NM,House,66,R,-55.3,2026.0
NM,House,67,R,-40.9,2026.0
NM,House,68,D,4.7,2026.0
NM,House,69,D,16.4,2026.0
NM,House,70,D,16.8,2026.0
NM,Senate,1,R,-34.9,2028.0
NM,Senate,2,R,-53.6,2028.0
NM,Senate,3,D,15.9,2028.0
NM,Senate,4,D,11.8,2028.0
NM,Senate,5,D,26.2,2028.0
NM,Senate,6,D,40.9,2028.0
NM,Senate,7,R,-42.2,2028.0
NM,Senate,8,D,8.8,2028.0
NM,Senate,9,D,16.4,2028.0
NM,Senate,10,D,25.6,2028.0
NM,Senate,11,D,16.3,2028.0
NM,Senate,12,R,-1.0,2028.0
NM,Senate,13,D,40.6,2028.0
NM,Senate,14,D,12.5,2028.0
NM,Senate,15,D,24.1,2028.0
NM,Senate,16,D,54.2,2028.0
NM,Senate,17,D,28.3,2028.0
NM,Senate,18,D,22.5,2028.0
NM,Senate,19,R,-7.8,2028.0
NM,Senate,20,D,18.9,2028.0
NM,Senate,21,R,8.7,2028.0
NM,Senate,22,D,20.0,2028.0
NM,Senate,23,D,11.2,2028.0
NM,Senate,24,D,51.8,2028.0
NM,Senate,25,D,64.4,2028.0
NM,Senate,26,D,18.8,2028.0
NM,Senate,27,R,-49.5,2028.0
NM,Senate,28,R,-1.5,2028.0
NM,Senate,29,R,-15.5,2028.0
NM,Senate,30,D,6.9,2028.0
NM,Senate,31,D,8.2,2028.0
NM,Senate,32,R,-46.3,2028.0
NM,Senate,33,R,-31.6,2028.0
NM,Senate,34,R,-41.3,2028.0
NM,Senate,35,R,-13.3,2028.0
NM,Senate,36,D,7.3,2028.0
NM,Senate,37,D,14.8,2028.0
NM,Senate,38,D,13.6,2028.0
NM,Senate,39,D,26.0,2028.0
NM,Senate,40,R,-3.5,2028.0
NM,Senate,41,R,-53.4,2028.0
NM,Senate,42,R,-64.9,2028.0
NY,Assembly,1,D,10.5,2026.0
NY,Assembly,2,R,-21.7,2026.0
NY,Assembly,3,R,-15.0,2026.0
NY,Assembly,4,D,-0.6,2026.0
NY,Assembly,5,R,-25.2,2026.0
NY,Assembly,6,D,17.0,2026.0
NY,Assembly,7,R,-19.3,2026.0
NY,Assembly,8,R,-26.8,2026.0
NY,Assembly,9,R,-27.8,2026.0
NY,Assembly,10,D,4.8,2026.0
NY,Assembly,11,D,4.7,2026.0
NY,Assembly,12,R,-6.9,2026.0
NY,Assembly,13,D,5.5,2026.0
NY,Assembly,14,R,-20.7,2026.0
NY,Assembly,15,R,-11.2,2026.0
NY,Assembly,16,R,-2.2,2026.0
NY,Assembly,17,R,-24.3,2026.0
NY,Assembly,18,D,62.1,2026.0
NY,Assembly,19,R,-17.6,2026.0
NY,Assembly,20,R,-22.3,2026.0
NY,Assembly,21,D,9.9,2026.0
NY,Assembly,22,D,19.4,2026.0
NY,Assembly,23,D,-13.9,2026.0
NY,Assembly,24,D,18.4,2026.0
NY,Assembly,25,D,1.3,2026.0
NY,Assembly,26,D,5.2,2026.0
NY,Assembly,27,D,-9.8,2026.0
NY,Assembly,28,D,12.8,2026.0
NY,Assembly,29,D,68.9,2026.0
NY,Assembly,30,D,8.2,2026.0
NY,Assembly,31,D,56.7,2026.0
NY,Assembly,32,D,64.3,2026.0
NY,Assembly,33,D,55.5,2026.0
NY,Assembly,34,D,21.7,2026.0
NY,Assembly,35,D,15.2,2026.0
NY,Assembly,36,D,51.2,2026.0
NY,Assembly,37,D,36.3,2026.0
NY,Assembly,38,D,13.1,2026.0
NY,Assembly,39,D,14.4,2026.0
NY,Assembly,40,D,-1.8,2026.0
NY,Assembly,41,D,-3.8,2026.0
NY,Assembly,42,D,65.5,2026.0
NY,Assembly,43,D,68.4,2026.0
NY,Assembly,44,D,65.1,2026.0
NY,Assembly,45,R,-50.5,2026.0
NY,Assembly,46,R,-9.0,2026.0
NY,Assembly,47,D,-24.0,2026.0
NY,Assembly,48,D,-71.4,2026.0
NY,Assembly,49,R,-20.3,2026.0
NY,Assembly,50,D,50.1,2026.0
NY,Assembly,51,D,46.2,2026.0
NY,Assembly,52,D,83.9,2026.0
NY,Assembly,53,D,62.3,2026.0
NY,Assembly,54,D,53.9,2026.0
NY,Assembly,55,D,81.5,2026.0
NY,Assembly,56,D,83.2,2026.0
NY,Assembly,57,D,83.8,2026.0
NY,Assembly,58,D,85.5,2026.0
NY,Assembly,59,D,35.4,2026.0
NY,Assembly,60,D,75.6,2026.0
NY,Assembly,61,D,28.5,2026.0
NY,Assembly,62,R,-57.9,2026.0
NY,Assembly,63,R,-17.9,2026.0
NY,Assembly,64,R,-32.9,2026.0
NY,Assembly,65,D,52.4,2026.0
NY,Assembly,66,D,71.8,2026.0
NY,Assembly,67,D,70.9,2026.0
NY,Assembly,68,D,65.4,2026.0
NY,Assembly,69,D,77.7,2026.0
NY,Assembly,70,D,78.6,2026.0
NY,Assembly,71,D,68.3,2026.0
NY,Assembly,72,D,43.1,2026.0
NY,Assembly,73,D,53.1,2026.0
NY,Assembly,74,D,65.1,2026.0
NY,Assembly,75,D,66.6,2026.0
NY,Assembly,76,D,59.7,2026.0
NY,Assembly,77,D,46.3,2026.0
NY,Assembly,78,D,37.0,2026.0
NY,Assembly,79,D,53.9,2026.0
NY,Assembly,80,D,32.3,2026.0
NY,Assembly,81,D,44.6,2026.0
NY,Assembly,82,D,29.5,2026.0
NY,Assembly,83,D,74.8,2026.0
NY,Assembly,84,D,48.0,2026.0
